reporter,date,document_id,title,year,abstract,authors,document_type,pubtitle,document_url
haley,1927-10-15,530662574,"CATONSVILLE, MD.",1927,"Grace A. M. E. Sunday School will present the Imperial Octette, of Baltimore, Thursday night, October 27th at Grace A. M. E. Church.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/catonsville-md/docview/530662574/sem-2?accountid=14696
haley,1927-11-19,530648526,Mr. Emerson Starts,1927,Can the Baltimore City Council succeed when the Baltimore Grand Jury and the Mayor have failed.,NA,editorial_article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/mr-emerson-starts/docview/530648526/sem-2?accountid=14696
haley,1927-12-17,530674648,"TRAPPE, MARYLAND",1927,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/trappe-maryland/docview/530674648/sem-2?accountid=14696
haley,1927-12-31,530657417,"PRISONERS' AID IS FAMILIES' SANTA: ASSOCIATION DISTRIBUTES BASKETS TO PRISONERS, RELATIVES AND YOUNGSTERS. 20 WOMEN IN JAIL GIFTS ONLY WENT TO THOSE WITHOUT FUNDS",1927,"Christmas cheer, Irrespective of race, and in the form of 80 baskets for families under supervision, 25 baskets to men and women in six penal institutions, and candy and toys for the kiddies of the unfortunates, went out from the Prisoner's Aid Asso-...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/prisoners-aid-is-families-santa/docview/530657417/sem-2?accountid=14696
haley,1927-12-31,530663152,BIG BROTHERS REACH 350 IN XMAS TREAT: SOME 208 POUNDS TURKEY INCLUDED IN DELICACIES TO KIDDIES IN INSTITUTION. CLUB IN SIXTH YEAR REMEMBER CHELTENHAM BOYS OTHERS GET CASH,1927,Just 208 pounds of turkey was one of the items included in the sixth annual treat of the Big Brothers' Club which distributed its Christmas cheer to 250 children in four institutions for children Friday.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/big-brothers-reach-350-xmas-treat/docview/530663152/sem-2?accountid=14696
haley,1927-12-31,530669126,"Union Home For Destitute Is Regular Homey Place: Fifteen Kiddies Are Clothed, Fed And Schooled By Institution Started 15 Years Ago. Oldest ""Orphan Child"" Is 27",1927,"Up on McCulloh street at number 1909, 12 kiddies, some without parents, others who have lost parent, of whose folk are not on goods terms, find a There isn't much elegant about it, just one of those regular big houses left by the white people who the dark...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/union-home-destitute-is-regular-homey-place/docview/530669126/sem-2?accountid=14696
haley,1928-01-14,530705416,CHELTENHAM BOYS NOW WORK ON STATE ROAD: AUTHORITIES WITHDRAW CHARGES FROM FARMS; INAUGURATE NEW PEONAGE NEW RECOMM'ND'TIONS IN GRAND JURY REPORT BROOM SHOP IS FIRE TRAP; MELVALE GETS OKEY,1928,That the promises of the directors of the Reform School for Colored Boys at Cheltenham to discontinue hiring boys out to private farmers in Prince George County has merely lead them to take a more ob-...,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-boys-now-work-on-state-road/docview/530705416/sem-2?accountid=14696
haley,1928-01-28,530735225,2 To Cheltenham,1928,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/2-cheltenham/docview/530735225/sem-2?accountid=14696
haley,1928-05-05,530702555,Cheltenham: When Mayor Malster Named A Whiskey Dealer On Board Of School Deigned To Reform Wayward Boys.,1928,"No longer a member of the Board of Managers of the House of Reformation, I desire, as I may have leisure, to review some of the phases of the work of that institution. In this. I shall only indicate the particular incident which first fixed my attention upon that institution.","Bragg, George",letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham/docview/530702555/sem-2?accountid=14696
haley,1928-05-05,530713446,Copeland On Grand Jury,1928,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/copeland-on-grand-jury/docview/530713446/sem-2?accountid=14696
haley,1928-05-05,530739529,Display Ad 9 -- No Title,1928,None available.,NA,display_ad,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/display-ad-9-no-title/docview/530739529/sem-2?accountid=14696
haley,1928-05-12,530687957,PROBATION IN BALTIMORE HIT BY CRIME BODY: COMMISSION FINDS WHOLE DEPARTMENT TO BE FAR FROM SATISFACTORY BETTER SUPERVISION; MORE OFFICERS NEEDED LACK OF EFFICIENCY CITED IN THE COLORED DIVISION OF WORK,1928,"Declaring that probation in Baltimore had failed, not because the theory of probation was unsound, but because of the manner in which it was being administered, the Baltimore Crime Commission has rec-...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/probation-baltimore-hit-crime-body/docview/530687957/sem-2?accountid=14696
haley,1928-05-19,530713649,"BOYS N SCHOOL Al CHELTENHAM SAYS GR'ND JURY: Youths Under 16 Spend Six Hours In Classrooms In January, Body Learns RAP YOUNG WIVES WHO PARADE MATES IN C'T. Welfare Organizations Branded As Meddlers In Domestic Affairs",1928,For the first time in the history of the institution the Grand Jury returned a favorable report on school work at the Reform School for Colored Boys at Cheltenham.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/boys-n-school-al-cheltenham-says-grnd-jury/docview/530713649/sem-2?accountid=14696
haley,1928-06-16,530690105,20 Cent Loot Sends Boy To Cheltenham,1928,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/20-cent-loot-sends-boy-cheltenham/docview/530690105/sem-2?accountid=14696
haley,1928-08-04,530693806,Two Women Held On Liquor Charges,1928,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/two-women-held-on-liquor-charges/docview/530693806/sem-2?accountid=14696
haley,1928-08-11,530699987,Youths Held Here,1928,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/youths-held-here/docview/530699987/sem-2?accountid=14696
haley,1928-08-25,530714150,Mr. Langfield is Suggested for a Place On the Board of Managers at Cheltenham.,1928,I just returned from Europe. I see they still have rum brutes at Cheltenham Reform School.,"Freeman, William;TOM FREEMANRIENZI LEMUS",letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/mr-langfield-is-suggested-place-on-board-managers/docview/530714150/sem-2?accountid=14696
haley,1928-12-15,530718336,"Cheltenham Board 'Defers' Subscribers: CHELTENHAM BD. ""DEFERS"" RACE Membership Money of Bishop A. L. Gaines And Willard Allen Refused ACTION MAY BE TAKEN AT A LATER DATE Charter Provides That Subscribers Elect 12 Of Governing Body",1928,Another effort to get race representation on the governing board of Cheltenham was temporarily balted last week when the...,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-board-defers-subscribers/docview/530718336/sem-2?accountid=14696
haley,1929-01-05,530765698,"RITCHIE ASKS $20,000 FOR CHELTENHAM: MESSAGE TO LEGISLATURE, HOWEVER, SILENT ON EQUALIZING SALARIES AVERAGE NOW $620 FOR RACE TEACHERS WHILE AVERAGE FOR WHITE TEACHERS IS $1,150 IN ELEMENTARY SCHOOLS",1929,"Appropriations of $20,000 for the House of Reformation for Colored Boys at Cheltenham and $10,000 for the girl's home at Mel...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/ritchie-asks-20-000-cheltenham/docview/530765698/sem-2?accountid=14696
haley,1929-01-26,530741741,"State Budget Carries Items For Race Institutions: $7,500 For Provident And $17,000 For Morgan College.",1929,Governor Ritchie's budget carries a number of appropriations for race institutions in the state.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/state-budget-carries-items-race-institutions/docview/530741741/sem-2?accountid=14696
haley,1929-01-26,530762641,"ASK LEGISLATURE TO PROBE CHELTENHAM: MELVIN L. FINE, 4TH DISTRICT DELEGATE, INTRODUCES RESOLUTION IN HOUSE WANTS STATE CONTROL ABUSES AND INEFFICIENCY AT PRIVATE REFORMATORY CITED",1929,"Citing long inefficiency, lack of facilities and abuses, and asking that the State take ever the control of the institution and conduct it in the interest of...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/ask-legislature-probe-cheltenham/docview/530762641/sem-2?accountid=14696
haley,1929-02-02,530795401,"Reports Imaprovements At cheltenham Reform School: REPORT IMPROVEMENT AT CHELTENHAM New School Building And Central Heating Plant Among Items HAS SCHOOL MAN And Assistant In Charge, Says Member",1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/reports-imaprovements-at-cheltenham-reform-school/docview/530795401/sem-2?accountid=14696
haley,1929-02-16,530760104,Wednesday Is Race Day at Legislature: HEARINGS FIXED FOR 4 BILLS FEBRUARY 20 Major Measures Concerning Race Welfare To Be Discussed That Day MEETING IN HOUSE CHAMBER THAT NIGHT State Organizations And Clubs Invited To Send Delegates,1929,Citizens of Maryland who are interested in the program of justice and fair play that is before the Legislature have...,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/wednesday-is-race-day-at-legislature/docview/530760104/sem-2?accountid=14696
haley,1929-03-09,530737435,WINNIE WINKLE GIVES PROGRAM,1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/winnie-winkle-gives-program/docview/530737435/sem-2?accountid=14696
haley,1929-04-13,530780289,Farmed Out Cheltenham Boys Run Away from Farm,1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/farmed-out-cheltenham-boys-run-away-farm/docview/530780289/sem-2?accountid=14696
haley,1929-08-10,530745501,"Winston-Salem Man Sought, for Estate",1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/winston-salem-man-sought-estate/docview/530745501/sem-2?accountid=14696
owen `,1929-10-12,530774576,Say Youth Looted Paper Cash Boxes,1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/say-youth-looted-paper-cash-boxes/docview/530774576/sem-2?accountid=14696
owen `,1929-10-12,530792326,Two Bad Spots,1929,"Baltimore has two undeveloped spots for which it must continually apologize. Strangely enough, both of them involve the city's relationship to children.",NA,editorial_article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/two-bad-spots/docview/530792326/sem-2?accountid=14696
owen ` ,1929-10-12,530793209,Two Bad Spots,1929,"Baltimore has two undeveloped spots for which it must continually apologize. Strangely enough, both of them involve the city's relationship to children.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/two-bad-spots/docview/530793209/sem-2?accountid=14696
owen `,1929-10-19,530736052,Chicago Judge Is 56,1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/chicago-judge-is-56/docview/530736052/sem-2?accountid=14696
owen `,1929-10-26,530764942,One Race Delegate at W.C.T.U. Meet: Baltimorean Attends National Convention in Indianapolis.,1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/one-race-delegate-at-w-c-t-u-meet/docview/530764942/sem-2?accountid=14696
owen `,1929-10-26,530773538,Five Boys Sentenced in Beating Case,1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/five-boys-sentenced-beating-case/docview/530773538/sem-2?accountid=14696
owen `,1929-11-16,530776615,GRAND JURY RE-VISITS REFORM SCHOOL: BODY WOULD ASK CHANGES AT CHELTENHAM GRAND JURY COMMITTEE FORMULATES REPORT FOLLOWING VISIT. STATE FAVOR COLORED TEACHERS AND OTHER CHANGES.,1929,"Another grand jury report will recommend sweeping changes at the House of Reformation for Colored Boys at Cheltenham, it was indicated...",NA,article,Afro-American (1893-),https://www.proquest.com/newspapers/grand-jury-re-visits-reform-school/docview/530776615/se-2?accountid=14696
owen `,1929-12-07,530754976,Cheltenham Lad Takes Life with Shot Gun,1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-lad-takes-life-with-shot-gun/docview/530754976/sem-2?accountid=14696
owen `,1929-12-07,530756246,GOOD MORNING JUDGE,1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/good-morning-judge/docview/530756246/sem-2?accountid=14696
owen `,1929-12-07,530762422,Cheltenham Lad Takes Life with Shot Gun,1929,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-lad-takes-life-with-shot-gun/docview/530762422/sem-2?accountid=14696
owen` ,1930-01-04,530903264,BIG BROTHERS SPENT $422 FOR NEEDY: ORGANIZATION MAKES ANNUAL DISTRIBUTION OF BASKETS CHRISTMAS WEEK. MANY CONTRIBUTIONS OFFICIALS GIVE DETAILED REPORT OF YEAR'S WORK.,1930,"The Big Brothers organization of Baltimore distributed $422.20 in material to needy families last year, acrording to a report made public by its officials, this week.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/big-brothers-spent-422-needy/docview/530903264/sem-2?accountid=14696
owen `,1930-01-18,530881075,47 Vagrants Get Short Jail Terms from Judges: Wen In Need of Clothing and Food Given Places for Rest of Winter.,1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/47-vagrants-get-short-jail-terms-judges/docview/530881075/sem-2?accountid=14696
owen `,1930-02-01,530818647,Mayor Is Quizzed On Board Appointment Promise: 3 VACANCIES ON SCHOOL BOARD IN MARCH Broening also Has Yet to Make Jail Board Appointment. MAYOR TALKS New Member for Cheltenham Advised.,1930,The terms of three members of the Board of School Commissioners expire in March.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/mayor-is-quizzed-on-board-appointment-promise/docview/530818647/sem-2?accountid=14696
owen `,1930-02-08,530833853,Cheltenham's Board,1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenhams-board/docview/530833853/sem-2?accountid=14696
owen `,1930-02-08,530834325,Cheltenham's Board,1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenhams-board/docview/530834325/sem-2?accountid=14696
owen `,1930-03-01,530833474,GIRLS EAT WITH THEIR HANDS AT MELVALE: JUDGE WAXTER TERMS REFORMATORY WORST IN COUNTRY. 65 INFECTED ABNORMAL SEX LIFE IS TAUGHT NEWCOMERS.,1930,"A picture resembling the notorious ""hell hole of-Shanghai"" was painted by Judge J. S. Waxter of the juvenile court, in describing conditions...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/girls-eat-with-their-hands-at-melvale/docview/530833474/sem-2?accountid=14696
owen `,1930-03-01,530837063,GIRLS EAT WITH THEIR HANDS AT MELVALE: JUDGE WAXTER TERMS REFORMATORY WORST IN COUNTRY. 65 INFECTED ABNORMAL SEX LIFE IS TAUGHT NEWCOMERS.,1930,"A picture resembling the notorious ""hell hole of Shanghai"" was painted by Judge J. S. Waxter of the juvenile court, in describing conditions...",NA,front_page,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/girls-eat-with-their-hands-at-melvale/docview/530837063/sem-2?accountid=14696
owen `,1930-03-08,530888740,Judge Moss Lectures,1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/judge-moss-lectures/docview/530888740/sem-2?accountid=14696
owen `,1930-03-08,530889126,Reforming the Reform Schools,1930,"Judge J. S. Waxter's courageous address before the Interdenominational and Interracial Ministers Alliance of the city last week in which he exposed conditions at Melvale and Cheltenham, deserves the thanks of the entire city.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/reforming-reform-schools/docview/530889126/sem-2?accountid=14696
owen `,1930-03-15,530843337,GRASTY ADMITS MELVALE IS DEPLORABLE: SECRETARY OF CITY SUPERVISORS SAYS FUNDS ARE INSUFFICIENT. WASHES HIS HANDS JANNEY SAYS STATE HAS NO RESPONSIBILITY.,1930,"Secretary Nathaniel Grasty, white, of the board of City Supervisors, admitted that deplorable conditions exist at Melvale, while Stuart S.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/grasty-admits-melvale-is-deplorable/docview/530843337/sem-2?accountid=14696
owen `,1930-03-15,530844492,GRASTY ADMITS MELVALE IS DEPLORABLE: SECRETARY OF CITY SUPERVISORS SAYS FUNDS ARE INSUFFICIENT. WASHES HIS HANDS JANNEY SAYS STATE HAS NO RESPONSIBILITY.,1930,"Secretary Nathaniel Grasty, white, of the board of City Supervisors, admitted deplorable conditions exist at Melvale, while Stuart S.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/grasty-admits-melvale-is-deplorable/docview/530844492/sem-2?accountid=14696
owen `,1930-04-05,530802312,Baltimore Should Protest Against This Nuisance.,1930,None available.,"HENRY ARNOLDROBERT LABAREEPHILIP RANDOLPHGEORGE BRAGG, Jr",letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/baltimore-should-protest-against-this-nuisance/docview/530802312/sem-2?accountid=14696
owen `,1930-04-19,530842015,TWO SISTERS HELD,1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/two-sisters-held/docview/530842015/sem-2?accountid=14696
owen `,1930-05-03,530819354,"WAXTER WOULD CLOSE MELVALE: WAXTER URGES NEGRO WORKERS AT INSTITUTION COLORED PERSONNEL CAN HANDLE THE PROBLEMS BETTER CLOSE MELVALE INSTITUTION IMPOSSIBLE, JUDGE SAYS",1930,complete Negro personfrom top to bottom for and a proposed for delinquent girls were urged by Juvenile Court...,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/waxter-would-close-melvale/docview/530819354/sem-2?accountid=14696
owen `,1930-05-03,530826821,Low Mentality Shown by Tests at Cheltenham,1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/low-mentality-shown-tests-at-cheltenham/docview/530826821/sem-2?accountid=14696
owen `,1930-05-03,530828426,A. and P. Banquets 100 of Its Chicago Employees,1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/p-banquets-100-chicago-employees/docview/530828426/sem-2?accountid=14696
owen `,1930-05-17,530879596,Factional Fight Looms in Local G. O. P. Camp: GRAND JURY SCORES CHELTENHAM URGES COLORED PERSONNEL FOR CHELTENHAM Grand Jury Says White Employees Lack Sympathy for Inmates MELVALE LACKING Better Care for Convicts than Children,1930,The State of Maryland is more concerned about the welfare of hardened criminals confined in the penitentiary and the House of Correction...,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/factional-fight-looms-local-g-o-p-camp/docview/530879596/sem-2?accountid=14696
owen `,1930-05-24,530807917,URGES SCHOOL FOR FEEBLE-MINDED: PROBATION OFFICER POINTS OUT NEED FOR CORRECTIVE INSTITUTION HERE. CASES ARE CITED SMALL BOY COMMITED TO CHELTENHAM FOR LACK OF HOME,1930,"The crying need for a home foe feeble minded boys was shown again this week, when two small boys, suffering from low mentality, appeared in juvenile court and one was...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/urges-school-feeble-minded/docview/530807917/sem-2?accountid=14696
owen `,1930-06-28,530792100,Letter to the Editor 5 -- No Title,1930,"According to the Baltimore Sun of August 24, 1898, adverse criticisms of the management of Cheltenham have been made, dating back to that early period. The Sun of that date, said:","BRAGG, GEO, Jr",letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/letter-editor-5-no-title/docview/530792100/sem-2?accountid=14696
owen `,1930-06-28,530804579,Letter to the Editor 3 -- No Title,1930,"According to the Baltimore Sun of August 24, 1898, adverse criticisms of the management of Cheltenham have been made, dating back to that early period. The Sun of that date, said:","BRAGG, GEO, Jr",letter_to_editor,Afro-American (1893-),https://www.proquest.com/newspapers/letter-editor-3-no-title/docview/530804579/se-2?accountid=14696
owen `,1930-07-05,530791872,"MAN LEFT SICK WIFE; SHE GETS DIVORCE: WAS IN BED ILL WHEN SPOUSE LEFT HOME, WOMAN DECLARES. HE IS IN NEW YORK MRS. FLOSSIE MONROE OBTAINS DECREE IN LOCAL COURT.",1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/man-left-sick-wife-she-gets-divorce/docview/530791872/sem-2?accountid=14696
owen `,1930-07-26,530873320,"SPREAD NET FOR BOYS WHO LEFT SCHOOL: RUNAWAY YOUTHS FROM CHELTENHAM, BEING SOUGHT BY POLICE HERE. WERE HIRED OUT ESCAPED WHILE LABORING ON NEARBY FARM.",1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/spread-net-boys-who-left-school/docview/530873320/sem-2?accountid=14696
owen `,1930-08-02,530845025,Youthful Shoplifter Names Purchasers,1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/youthful-shoplifter-names-purchasers/docview/530845025/sem-2?accountid=14696
owen `,1930-08-30,530829442,DESERTION CLAIMS I WIN TWO DECREES: WIVES GAIN FREEDOM AFTER MATES QUIT THEIR HOMES,1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/desertion-claims-i-win-two-decrees/docview/530829442/sem-2?accountid=14696
owen `,1930-09-06,530815957,"Many Destitute, Sent to Institutions Here",1930,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/many-destitute-sent-institutions-here/docview/530815957/sem-2?accountid=14696
owen `,1930-09-27,530885809,Other 16 -- No Title,1930,None available.,NA,other,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/other-16-no-title/docview/530885809/sem-2?accountid=14696
owen `,1930-09-27,530886522,"G.O.P. Platform Pledges Better State Institutions: REPUBLICANS DRAFT PLANKS FOR CAMPAIGN Institution for Feebleminded also Promised by Leaders. REFORM SCHOOLS Would Reorganize Melvale, Cheltenham.",1930,"General improvement of school facilities for Negroes throughout the State, the establishment of an institution for the feeble-minded, and...","Jones, William",article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/g-o-p-platform-pledges-better-state-institutions/docview/530886522/sem-2?accountid=14696
owen` ,1930-09-27,530889108,"G.O.P. PLATFORM PLEDGES BETTER STATE SCHOOLS: INSTITUTION FOR FEEBLEMINDED ALSO PROMISED BY LEADERS. REFORM SCHOOLS W O U 1 D REORGANIZE MELVALE, CHELTENHAM.",1930,"General improvement of school facilities for Negroes throughout the State, the establishment of institution for the feeble-minded, and...","Jones, William",front_page,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/g-o-p-platform-pledges-better-state-schools/docview/530889108/sem-2?accountid=14696
owen `,1930-10-04,530845743,The G.O.P. Platform,1930,The Maryland Republican State Convention included two admirable planks and one indefinite one in its platform as finally adopted.,NA,editorial_article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/g-o-p-platform/docview/530845743/sem-2?accountid=14696
owen `,1930-10-25,530796161,Boys Escape from Cheltenham School,1930,None available.,NA,front_page,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/boys-escape-cheltenham-school/docview/530796161/sem-2?accountid=14696
owen `,1930-11-01,530839166,Display Ad 38 -- No Title,1930,None available.,NA,display_ad,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/display-ad-38-no-title/docview/530839166/sem-2?accountid=14696
owen `,1930-11-01,530842159,Display Ad 28 -- No Title,1930,None available.,NA,display_ad,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/display-ad-28-no-title/docview/530842159/sem-2?accountid=14696
owen `,1931-01-03,530882527,68-Year-Old Descendant of Tecumseh Passes,1931,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/68-year-old-descendant-tecumseh-passes/docview/530882527/sem-2?accountid=14696
owen `,1931-02-07,530887293,"RITCHIE'S BUDGET TO LEGISLATURE: APPROPRIATIONS TO STATE-AIDED INSTITUTIONS, BOWIE, MORGAN, SAME AS 1930",1931,Governor Ritchie's budget for 1932 and 1933 went to the legislature Tuesday.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/ritchies-budget-legislature/docview/530887293/sem-2?accountid=14696
owen,1931-03-28,530901783,BOYS SET FIRE TO CHELTENHAM,1931,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/boys-set-fire-cheltenham/docview/530901783/sem-2?accountid=14696
mo,1931-05-30,530865554,"Clarence Gluy Best Latin Scholar in History of Media, Pa., School",1931,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/clarence-gluy-best-latin-scholar-history-media-pa/docview/530865554/sem-2?accountid=14696
mo,1931-06-27,530871623,German Communists Make Second Attack on Consulate,1931,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/german-communists-make-second-attack-on-consulate/docview/530871623/sem-2?accountid=14696
mo,1931-08-08,530882758,Legless Dancer Has no Fear of Best Steppers: Guy Allen Queen Lost Limbs in City's Biggest Snow. 1898.,1931,"When Guy Allen Queen, 771 West Saratoga Street, lost both legs by a surgical operation during Baltimore's greatest blizzard in 1898, he wasn't downhearted a bit.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/legless-dancer-has-no-fear-best-steppers/docview/530882758/sem-2?accountid=14696
mo,1932-02-06,531019194,In Liberty Bell Town: The Social Whirl,1932,The school set is receiving most of the attention (as it always does about this time of the year) from Quakerville'sy ounger and older sets. Formal and parties held...,TAD,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/liberty-bell-town/docview/531019194/sem-2?accountid=14696
mo,1932-02-13,530937380,In Liberty Bell Town: The Social Whirl,1932,"The Lenten season has been ushered in and we expect a slight ""depression"" of affairs social.",TAD,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/liberty-bell-town/docview/530937380/sem-2?accountid=14696
mo,1932-03-05,530972815,IN AND ABOUT BALTIMORE: THE NEW STREET,1932,Coming to this office Friday afternoon two young women hailed me at Druid Hill Avenue and St. Mary's Street and blandly asked me where was Jazzbo Street.,K W,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/about-baltimore/docview/530972815/sem-2?accountid=14696
mo,1932-03-12,530950602,Seven Boys Committed to Reform School,1932,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/seven-boys-committed-reform-school/docview/530950602/sem-2?accountid=14696
mo,1932-03-19,530913393,"LARGE CHURCHES SAP MISSIONS, SAYS MINISTER",1932,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/large-churches-sap-missions-says-minister/docview/530913393/sem-2?accountid=14696
